image_path,filename_base,human_x1,human_y1,human_x2,human_y2,weapon_x1,weapon_y1,weapon_x2,weapon_y2,label_original,label
data/Training_Dataset/images/Azumi+gun+rifle+scenes_97.png,Azumi+gun+rifle+scenes_97.png,9,40,295,130,200,69,300,222,2,0
data/Training_Dataset/images/Azumi+gun+rifle+scenes_92.png,Azumi+gun+rifle+scenes_92.png,47,91,239,378,52,20,219,395,1,1
data/Training_Dataset/images/Azumi+gun+rifle+scenes_75.png,Azumi+gun+rifle+scenes_75.png,161,143,522,286,0,0,476,411,1,1
data/Training_Dataset/images/Azumi+gun+rifle+scenes_72.png,Azumi+gun+rifle+scenes_72.png,213,83,373,210,241,0,639,451,1,1
data/Training_Dataset/images/Azumi+gun+rifle+scenes_5.png,Azumi+gun+rifle+scenes_5.png,180,24,336,181,0,40,332,209,1,1
data/Training_Dataset/images/Atonement+movie+gun+rifle+scenes_99.png,Atonement+movie+gun+rifle+scenes_99.png,121,155,196,237,125,0,352,399,1,1
data/Training_Dataset/images/Atonement+movie+gun+rifle+scenes_96.png,Atonement+movie+gun+rifle+scenes_96.png,277,35,504,327,0,0,522,326,1,1
data/Training_Dataset/images/Atonement+movie+gun+rifle+scenes_30.png,Atonement+movie+gun+rifle+scenes_30.png,652,293,886,559,10,60,835,626,1,1
data/Training_Dataset/images/Atonement+movie+gun+rifle+scenes_17.png,Atonement+movie+gun+rifle+scenes_17.png,308,319,1346,692,4,140,952,798,1,1
data/Training_Dataset/images/Atonement+movie+gun+rifle+scenes_10.png,Atonement+movie+gun+rifle+scenes_10.png,390,21,482,232,90,12,480,247,1,1
data/Training_Dataset/images/Atonement+movie+gun+rifle+scenes_10.png,Atonement+movie+gun+rifle+scenes_10.png,90,1,182,246,90,12,480,247,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_95.png,Assassination+games+movie+gunfight+scenes_95.png,118,63,257,159,184,37,425,375,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_94.png,Assassination+games+movie+gunfight+scenes_94.png,907,91,1222,372,112,102,1239,671,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_7.png,Assassination+games+movie+gunfight+scenes_7.png,191,16,247,95,106,10,416,335,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_6.png,Assassination+games+movie+gunfight+scenes_6.png,166,202,459,367,202,22,959,539,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_52.png,Assassination+games+movie+gunfight+scenes_52.png,416,345,591,549,427,143,938,799,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_5.png,Assassination+games+movie+gunfight+scenes_5.png,103,30,239,211,119,4,599,333,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_45.png,Assassination+games+movie+gunfight+scenes_45.png,149,173,551,349,149,18,604,356,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_3.png,Assassination+games+movie+gunfight+scenes_3.png,57,115,247,279,115,0,599,335,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_14.png,Assassination+games+movie+gunfight+scenes_14.png,784,281,1202,720,93,0,1279,718,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_13.png,Assassination+games+movie+gunfight+scenes_13.png,45,88,102,130,12,0,200,200,1,1
data/Training_Dataset/images/Assassination+games+movie+gunfight+scenes_13.png,Assassination+games+movie+gunfight+scenes_13.png,1,86,56,136,12,0,200,200,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_73.png,Arrow+Season+5+gun+rifle+scenes_73.png,333,118,385,179,98,0,411,409,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_73.png,Arrow+Season+5+gun+rifle+scenes_73.png,333,118,385,179,424,119,526,406,2,0
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_73.png,Arrow+Season+5+gun+rifle+scenes_73.png,333,118,385,179,279,144,491,409,2,0
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_72.png,Arrow+Season+5+gun+rifle+scenes_72.png,108,8,220,127,0,39,516,337,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_5.png,Arrow+Season+5+gun+rifle+scenes_5.png,593,377,848,586,0,5,772,852,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_5.png,Arrow+Season+5+gun+rifle+scenes_5.png,593,377,848,586,802,364,1216,852,2,0
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_48.png,Arrow+Season+5+gun+rifle+scenes_48.png,308,145,401,265,71,2,426,337,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_44.png,Arrow+Season+5+gun+rifle+scenes_44.png,71,22,279,167,21,0,599,337,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_43.png,Arrow+Season+5+gun+rifle+scenes_43.png,143,126,406,314,91,0,366,359,1,1
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_33.png,Arrow+Season+5+gun+rifle+scenes_33.png,499,128,600,191,26,5,337,337,2,0
data/Training_Dataset/images/Arrow+Season+5+gun+rifle+scenes_33.png,Arrow+Season+5+gun+rifle+scenes_33.png,499,128,600,191,341,74,594,337,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_98.png,Arrow+Season+4+gun+rifle+scenes_98.png,123,33,296,286,17,129,315,337,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_85.png,Arrow+Season+4+gun+rifle+scenes_85.png,828,262,1194,622,147,26,1258,997,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_82.png,Arrow+Season+4+gun+rifle+scenes_82.png,1265,654,5258,2723,168,28,4607,3804,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_5.png,Arrow+Season+4+gun+rifle+scenes_5.png,82,25,265,196,21,0,599,337,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_46.png,Arrow+Season+4+gun+rifle+scenes_46.png,323,3,476,164,25,0,509,337,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_38.png,Arrow+Season+4+gun+rifle+scenes_38.png,431,718,2363,1608,94,33,2144,1895,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_34.png,Arrow+Season+4+gun+rifle+scenes_34.png,501,86,781,330,638,176,799,399,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_34.png,Arrow+Season+4+gun+rifle+scenes_34.png,501,86,781,330,4,2,366,395,2,0
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_20.png,Arrow+Season+4+gun+rifle+scenes_20.png,232,132,352,222,19,1,335,337,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_20.png,Arrow+Season+4+gun+rifle+scenes_20.png,232,132,352,222,479,3,599,337,2,0
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_20.png,Arrow+Season+4+gun+rifle+scenes_20.png,232,132,352,222,164,147,434,337,2,0
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_19.png,Arrow+Season+4+gun+rifle+scenes_19.png,110,97,306,215,109,33,284,349,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_16.png,Arrow+Season+4+gun+rifle+scenes_16.png,104,99,539,306,34,126,454,337,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_13.png,Arrow+Season+4+gun+rifle+scenes_13.png,642,399,823,550,0,5,772,852,1,1
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_13.png,Arrow+Season+4+gun+rifle+scenes_13.png,642,399,823,550,802,364,1216,852,2,0
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_12.png,Arrow+Season+4+gun+rifle+scenes_12.png,252,171,296,248,221,133,438,337,2,0
data/Training_Dataset/images/Arrow+Season+4+gun+rifle+scenes_12.png,Arrow+Season+4+gun+rifle+scenes_12.png,252,171,296,248,120,37,283,337,1,1
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_94.png,Arrow+Season+3+gun+rifle+scenes_94.png,185,9,229,58,0,180,220,284,2,0
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_94.png,Arrow+Season+3+gun+rifle+scenes_94.png,185,9,229,58,66,85,208,186,2,0
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_94.png,Arrow+Season+3+gun+rifle+scenes_94.png,185,9,229,58,71,0,224,108,1,1
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_82.png,Arrow+Season+3+gun+rifle+scenes_82.png,293,103,364,181,162,23,420,337,1,1
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_42.png,Arrow+Season+3+gun+rifle+scenes_42.png,249,82,352,159,287,25,639,426,1,1
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_42.png,Arrow+Season+3+gun+rifle+scenes_42.png,249,82,352,159,0,42,232,424,2,0
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_36.png,Arrow+Season+3+gun+rifle+scenes_36.png,284,37,547,198,277,0,599,337,1,1
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_36.png,Arrow+Season+3+gun+rifle+scenes_36.png,284,37,547,198,0,0,126,317,2,0
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_36.png,Arrow+Season+3+gun+rifle+scenes_36.png,284,37,547,198,1,123,360,337,2,0
data/Training_Dataset/images/Arrow+Season+3+gun+rifle+scenes_24.png,Arrow+Season+3+gun+rifle+scenes_24.png,575,710,2371,1597,94,33,2144,1895,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_9.png,Arrow+Season+2+gun+rifle+scenes_9.png,372,110,467,163,110,18,537,285,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_9.png,Arrow+Season+2+gun+rifle+scenes_9.png,444,130,533,189,110,18,537,285,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_88.png,Arrow+Season+2+gun+rifle+scenes_88.png,368,137,648,416,141,3,824,463,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_85.png,Arrow+Season+2+gun+rifle+scenes_85.png,1319,976,3514,1463,338,426,2463,2391,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_8.png,Arrow+Season+2+gun+rifle+scenes_8.png,272,94,335,162,130,15,331,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_79.png,Arrow+Season+2+gun+rifle+scenes_79.png,376,291,561,673,210,99,373,518,2,0
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_79.png,Arrow+Season+2+gun+rifle+scenes_79.png,376,291,561,673,487,18,748,702,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_79.png,Arrow+Season+2+gun+rifle+scenes_79.png,376,291,561,673,955,137,1034,352,2,0
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_75.png,Arrow+Season+2+gun+rifle+scenes_75.png,89,134,810,428,389,48,1044,630,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_75.png,Arrow+Season+2+gun+rifle+scenes_75.png,89,134,810,428,0,0,160,600,2,0
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_49.png,Arrow+Season+2+gun+rifle+scenes_49.png,318,144,414,260,71,2,426,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_48.png,Arrow+Season+2+gun+rifle+scenes_48.png,111,9,220,128,0,39,516,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_42.png,Arrow+Season+2+gun+rifle+scenes_42.png,121,88,541,305,34,126,454,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_4.png,Arrow+Season+2+gun+rifle+scenes_4.png,427,89,478,181,374,66,569,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_4.png,Arrow+Season+2+gun+rifle+scenes_4.png,427,89,478,181,112,20,321,337,2,0
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_4.png,Arrow+Season+2+gun+rifle+scenes_4.png,124,86,175,158,374,66,569,337,2,0
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_4.png,Arrow+Season+2+gun+rifle+scenes_4.png,124,86,175,158,112,20,321,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_35.png,Arrow+Season+2+gun+rifle+scenes_35.png,417,15,512,228,209,0,599,335,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_3.png,Arrow+Season+2+gun+rifle+scenes_3.png,179,193,422,545,13,1,589,564,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_22.png,Arrow+Season+2+gun+rifle+scenes_22.png,9,59,414,286,119,29,599,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_20.png,Arrow+Season+2+gun+rifle+scenes_20.png,624,403,817,572,0,5,772,852,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_20.png,Arrow+Season+2+gun+rifle+scenes_20.png,624,403,817,572,802,364,1216,852,2,0
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_2.png,Arrow+Season+2+gun+rifle+scenes_2.png,271,94,357,174,124,7,349,337,1,1
data/Training_Dataset/images/Arrow+Season+2+gun+rifle+scenes_15.png,Arrow+Season+2+gun+rifle+scenes_15.png,94,26,265,205,21,0,599,337,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_96.png,Arrow+Season+1+gun+rifle+scenes_96.png,313,99,431,194,361,35,799,533,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_96.png,Arrow+Season+1+gun+rifle+scenes_96.png,313,99,431,194,0,66,290,506,2,0
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_9.png,Arrow+Season+1+gun+rifle+scenes_9.png,289,138,400,267,71,2,426,337,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_70.png,Arrow+Season+1+gun+rifle+scenes_70.png,90,88,136,149,91,9,325,280,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_67.png,Arrow+Season+1+gun+rifle+scenes_67.png,250,178,406,303,2,89,404,534,2,0
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_67.png,Arrow+Season+1+gun+rifle+scenes_67.png,250,178,406,303,151,97,757,527,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_50.png,Arrow+Season+1+gun+rifle+scenes_50.png,14,156,193,245,142,43,465,335,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_40.png,Arrow+Season+1+gun+rifle+scenes_40.png,175,61,256,189,177,34,462,337,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_32.png,Arrow+Season+1+gun+rifle+scenes_32.png,121,8,215,141,0,39,516,337,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_12.png,Arrow+Season+1+gun+rifle+scenes_12.png,247,176,296,241,221,133,438,337,2,0
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_12.png,Arrow+Season+1+gun+rifle+scenes_12.png,247,176,296,241,120,37,283,337,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_10.png,Arrow+Season+1+gun+rifle+scenes_10.png,426,8,573,179,0,0,551,337,1,1
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_1.png,Arrow+Season+1+gun+rifle+scenes_1.png,82,105,307,249,69,0,599,337,2,0
data/Training_Dataset/images/Arrow+Season+1+gun+rifle+scenes_1.png,Arrow+Season+1+gun+rifle+scenes_1.png,82,105,307,249,3,118,214,328,1,1
data/Training_Dataset/images/Appleseed+gun+rifle+scenes_95.png,Appleseed+gun+rifle+scenes_95.png,271,184,862,523,0,6,759,631,1,1
data/Training_Dataset/images/Appleseed+gun+rifle+scenes_90.png,Appleseed+gun+rifle+scenes_90.png,144,155,356,275,1,92,272,337,1,1
data/Training_Dataset/images/Appleseed+gun+rifle+scenes_87.png,Appleseed+gun+rifle+scenes_87.png,36,142,394,226,150,61,497,372,1,1
data/Training_Dataset/images/Appleseed+gun+rifle+scenes_83.png,Appleseed+gun+rifle+scenes_83.png,94,100,293,208,140,52,449,340,1,1
data/Training_Dataset/images/Appleseed+gun+rifle+scenes_41.png,Appleseed+gun+rifle+scenes_41.png,28,127,284,253,26,140,533,400,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_97.png,Apocalypse+Now+movie+gun+rifle+scenes_97.png,1136,1037,4160,2677,289,42,3205,2676,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_87.png,Apocalypse+Now+movie+gun+rifle+scenes_87.png,140,141,455,235,217,78,439,222,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_87.png,Apocalypse+Now+movie+gun+rifle+scenes_87.png,140,141,455,235,9,103,211,244,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_85.png,Apocalypse+Now+movie+gun+rifle+scenes_85.png,218,744,1999,2221,1184,190,3255,2391,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_63.png,Apocalypse+Now+movie+gun+rifle+scenes_63.png,105,120,856,686,523,0,1279,718,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_51.png,Apocalypse+Now+movie+gun+rifle+scenes_51.png,82,16,915,580,452,290,796,718,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_47.png,Apocalypse+Now+movie+gun+rifle+scenes_47.png,33,61,146,132,296,3,500,220,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_47.png,Apocalypse+Now+movie+gun+rifle+scenes_47.png,33,61,146,132,5,31,287,220,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_45.png,Apocalypse+Now+movie+gun+rifle+scenes_45.png,59,38,165,204,102,15,302,270,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_42.png,Apocalypse+Now+movie+gun+rifle+scenes_42.png,96,91,292,187,53,0,284,278,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_41.png,Apocalypse+Now+movie+gun+rifle+scenes_41.png,7,206,248,391,325,176,475,479,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_41.png,Apocalypse+Now+movie+gun+rifle+scenes_41.png,7,206,248,391,119,0,369,472,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_41.png,Apocalypse+Now+movie+gun+rifle+scenes_41.png,7,206,248,391,0,174,171,479,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_41.png,Apocalypse+Now+movie+gun+rifle+scenes_41.png,7,206,248,391,315,167,393,293,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_41.png,Apocalypse+Now+movie+gun+rifle+scenes_41.png,7,206,248,391,66,157,179,265,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_21.png,Apocalypse+Now+movie+gun+rifle+scenes_21.png,185,239,356,394,24,86,208,553,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_21.png,Apocalypse+Now+movie+gun+rifle+scenes_21.png,185,239,356,394,137,170,367,550,1,1
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_21.png,Apocalypse+Now+movie+gun+rifle+scenes_21.png,185,239,356,394,267,9,467,519,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_21.png,Apocalypse+Now+movie+gun+rifle+scenes_21.png,185,239,356,394,287,408,467,550,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_21.png,Apocalypse+Now+movie+gun+rifle+scenes_21.png,185,239,356,394,83,13,209,208,2,0
data/Training_Dataset/images/Apocalypse+Now+movie+gun+rifle+scenes_12.png,Apocalypse+Now+movie+gun+rifle+scenes_12.png,154,163,426,307,96,86,272,323,1,1
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_98.png,Angel+Cop+gun+rifle+scenes_98.png,94,137,298,284,218,0,599,331,1,1
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_9.png,Angel+Cop+gun+rifle+scenes_9.png,205,157,555,241,182,0,439,254,1,1
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_32.png,Angel+Cop+gun+rifle+scenes_32.png,224,38,469,231,112,60,526,254,1,1
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_24.png,Angel+Cop+gun+rifle+scenes_24.png,118,17,476,255,27,1,346,254,1,1
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_21.png,Angel+Cop+gun+rifle+scenes_21.png,102,74,515,409,12,0,614,408,1,1
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_19.png,Angel+Cop+gun+rifle+scenes_19.png,682,271,904,631,7,25,435,630,2,0
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_19.png,Angel+Cop+gun+rifle+scenes_19.png,682,271,904,631,480,170,583,408,2,0
data/Training_Dataset/images/Angel+Cop+gun+rifle+scenes_19.png,Angel+Cop+gun+rifle+scenes_19.png,682,271,904,631,620,126,934,630,1,1
data/Training_Dataset/images/American+army+gun+rifle_98.png,American+army+gun+rifle_98.png,7,252,744,435,0,40,959,539,1,1
data/Training_Dataset/images/American+army+gun+rifle_87.png,American+army+gun+rifle_87.png,118,236,969,600,0,34,611,598,1,1
data/Training_Dataset/images/American+army+gun+rifle_84.png,American+army+gun+rifle_84.png,1,147,1200,509,0,25,669,566,1,1
data/Training_Dataset/images/American+army+gun+rifle_83.png,American+army+gun+rifle_83.png,962,492,1082,684,50,79,678,712,0,0
data/Training_Dataset/images/American+army+gun+rifle_83.png,American+army+gun+rifle_83.png,864,480,992,688,50,79,678,712,0,0
data/Training_Dataset/images/American+army+gun+rifle_83.png,American+army+gun+rifle_83.png,605,478,833,665,50,79,678,712,0,0
data/Training_Dataset/images/American+army+gun+rifle_83.png,American+army+gun+rifle_83.png,681,478,882,665,50,79,678,712,0,0
data/Training_Dataset/images/American+army+gun+rifle_83.png,American+army+gun+rifle_83.png,795,488,941,677,50,79,678,712,0,0
data/Training_Dataset/images/American+army+gun+rifle_83.png,American+army+gun+rifle_83.png,264,270,941,720,50,79,678,712,1,1
data/Training_Dataset/images/American+army+gun+rifle_74.png,American+army+gun+rifle_74.png,114,212,856,405,13,112,488,469,1,1
data/Training_Dataset/images/American+army+gun+rifle_60.png,American+army+gun+rifle_60.png,126,67,639,201,17,5,356,228,1,1
data/Training_Dataset/images/American+army+gun+rifle_53.png,American+army+gun+rifle_53.png,117,344,935,511,517,43,642,273,2,0
data/Training_Dataset/images/American+army+gun+rifle_53.png,American+army+gun+rifle_53.png,117,344,935,511,0,158,620,710,1,1
data/Training_Dataset/images/American+army+gun+rifle_53.png,American+army+gun+rifle_53.png,117,344,935,511,313,136,586,388,2,0
data/Training_Dataset/images/American+army+gun+rifle_44.png,American+army+gun+rifle_44.png,99,148,524,314,4,65,335,344,1,1
data/Training_Dataset/images/American+army+gun+rifle_43.png,American+army+gun+rifle_43.png,83,73,421,307,264,28,554,399,1,1
data/Training_Dataset/images/American+army+gun+rifle_43.png,American+army+gun+rifle_43.png,83,73,421,307,242,31,359,324,2,0
data/Training_Dataset/images/American+army+gun+rifle_42.png,American+army+gun+rifle_42.png,44,60,463,230,2,0,277,312,1,1
data/Training_Dataset/images/American+army+gun+rifle_40.png,American+army+gun+rifle_40.png,91,164,1061,665,479,0,1199,799,1,1
data/Training_Dataset/images/American+army+gun+rifle_34.png,American+army+gun+rifle_34.png,94,100,746,326,0,2,681,489,1,1
data/Training_Dataset/images/American+army+gun+rifle_23.png,American+army+gun+rifle_23.png,220,86,541,188,127,43,409,395,1,1
data/Training_Dataset/images/American+army+gun+rifle_20.png,American+army+gun+rifle_20.png,75,152,700,379,0,2,604,519,1,1
data/Training_Dataset/images/American+army+gun+rifle_2.png,American+army+gun+rifle_2.png,126,110,590,275,11,21,467,395,1,1
data/Training_Dataset/images/American+army+gun+rifle_19.png,American+army+gun+rifle_19.png,1,388,2393,1255,0,0,1937,1570,1,1
data/Training_Dataset/images/American+army+gun+rifle_17.png,American+army+gun+rifle_17.png,9,94,627,336,0,30,294,420,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_98.png,American+Sniper+movie+gun+rifle+scenes_98.png,95,77,475,221,206,0,562,291,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_95.png,American+Sniper+movie+gun+rifle+scenes_95.png,150,139,404,540,78,13,431,636,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_93.png,American+Sniper+movie+gun+rifle+scenes_93.png,885,156,1027,663,1212,538,1823,1410,2,0
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_93.png,American+Sniper+movie+gun+rifle+scenes_93.png,885,156,1027,663,362,427,861,1396,2,0
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_93.png,American+Sniper+movie+gun+rifle+scenes_93.png,885,156,1027,663,816,312,1326,1403,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_93.png,American+Sniper+movie+gun+rifle+scenes_93.png,1495,392,1615,892,1212,538,1823,1410,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_93.png,American+Sniper+movie+gun+rifle+scenes_93.png,1495,392,1615,892,362,427,861,1396,2,0
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_93.png,American+Sniper+movie+gun+rifle+scenes_93.png,1495,392,1615,892,816,312,1326,1403,2,0
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_92.png,American+Sniper+movie+gun+rifle+scenes_92.png,448,311,1304,561,6,137,773,585,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_85.png,American+Sniper+movie+gun+rifle+scenes_85.png,7,131,418,310,0,73,377,325,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_80.png,American+Sniper+movie+gun+rifle+scenes_80.png,57,123,159,443,49,3,284,443,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_8.png,American+Sniper+movie+gun+rifle+scenes_8.png,30,361,991,709,73,40,779,743,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_8.png,American+Sniper+movie+gun+rifle+scenes_8.png,30,361,991,709,618,209,721,408,2,0
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_75.png,American+Sniper+movie+gun+rifle+scenes_75.png,100,163,316,298,198,99,485,477,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_67.png,American+Sniper+movie+gun+rifle+scenes_67.png,78,182,401,267,295,10,425,244,2,0
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_67.png,American+Sniper+movie+gun+rifle+scenes_67.png,78,182,401,267,360,130,548,277,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_58.png,American+Sniper+movie+gun+rifle+scenes_58.png,647,475,1149,732,432,277,1192,1013,1,1
data/Training_Dataset/images/American+Sniper+movie+gun+rifle+scenes_54.png,American+Sniper+movie+gun+rifle+scenes_54.png,11,45,354,412,167,4,619,411,1,1
